shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
10181,43.7686445428,-79.6493811546,510002
10181,43.7671153357,-79.6485123296,510003
10181,43.7669375457,-79.6496195994,510004
10188,43.7669375457,-79.6496195994,10001
10188,43.7667915889,-79.6505261184,10002
10188,43.7660770213,-79.6549837622,10003
10188,43.7659417883,-79.6558105016,10004
10188,43.7661857173,-79.6558808249,10005
10188,43.7663766256,-79.6559597905,10006
10188,43.7663766256,-79.6559597905,20001
10188,43.766680621,-79.6560846783,20002
10188,43.766973893,-79.6562930494,20003
10188,43.767165113,-79.6564751314,20004
10188,43.7674512372,-79.6568414544,20005
10188,43.7680916536,-79.657705527,20006
10188,43.7692700197,-79.6592968601,20007
10188,43.7692700197,-79.6592968601,30001
10188,43.7695444769,-79.6596671971,30002
10188,43.7704777654,-79.6609385416,30003
10188,43.7714473948,-79.6622389354,30004
10188,43.772170034,-79.6632081476,30005
10188,43.770598042,-79.6649851423,30006
10188,43.770598042,-79.6649851423,40001
10188,43.7703732225,-79.6652398841,40002
10188,43.7678289098,-79.668108105,40003
10188,43.7678289098,-79.668108105,50001
10188,43.7676209541,-79.6683425699,50002
10188,43.7672374234,-79.6686542313,50003
10188,43.7671250616,-79.6687474206,50004
10188,43.7669220568,-79.6689432558,50005
10188,43.7654718743,-79.6705954899,50006
10188,43.7651013245,-79.6710174098,50007
10188,43.7651013245,-79.6710174098,60001
10188,43.7648551906,-79.6712986668,60002
10188,43.7625402166,-79.673925254,60003
10188,43.7623244235,-79.6736405602,60004
10188,43.7620083818,-79.6733295109,60005
10188,43.7616761366,-79.673018823,60006
10188,43.7613706777,-79.6736193959,60007
10188,43.7613706777,-79.6736193959,70001
10188,43.7611479851,-79.6740591207,70002
10188,43.7611233285,-79.6741068726,70003
10188,43.7604895253,-79.6751991741,70004
10188,43.7602888053,-79.6755154161,70005
10188,43.7590692583,-79.677343592,70006
10188,43.7574734696,-79.6793402173,70007
10188,43.7531271567,-79.6844763863,70008
10188,43.7523366099,-79.6854141134,70009
10188,43.7523366099,-79.6854141134,80001
10188,43.7508274203,-79.6872022173,80002
10188,43.7508274203,-79.6872022173,90001
10188,43.7504863254,-79.6876071388,90002
10188,43.7484432251,-79.6900278006,90003
10188,43.746157567,-79.69273675,90004
10188,43.7457098241,-79.6932656424,90005
10188,43.7457098241,-79.6932656424,100001
10188,43.7435545663,-79.6958100604,100002
10188,43.7428267283,-79.6966492557,100003
10188,43.7428267283,-79.6966492557,110001
10188,43.740342793,-79.6995134956,110002
10188,43.740342793,-79.6995134956,120001
10188,43.740342793,-79.6995134956,120002
10188,43.7387946356,-79.7012992398,120003
10188,43.7380809744,-79.7021218509,120004
10188,43.7380809744,-79.7021218509,130001
10188,43.7363265691,-79.7041441223,130002
10188,43.7363265691,-79.7041441223,140001
10188,43.7340681974,-79.706748326,140002
10188,43.7332688792,-79.7076434268,140003
10188,43.7332688792,-79.7076434268,150001
10188,43.7332421972,-79.7076725603,150002
10188,43.7324490883,-79.7085600526,150003
10188,43.7314754675,-79.7096488258,150004
10188,43.7300039176,-79.7112958155,150005
10188,43.7281313015,-79.7133896031,150006
10188,43.7276146478,-79.7139643523,150007
10188,43.7276146478,-79.7139643523,160001
10188,43.7275639529,-79.7140200677,160002
10188,43.7257071385,-79.716082307,160003
10188,43.7244772304,-79.7174469593,160004
10188,43.7237733011,-79.7164997974,160005
10188,43.7233291266,-79.7159133541,160006
10188,43.7233291266,-79.7159133541,170001
10188,43.7231728407,-79.715706877,170002
10188,43.7225697582,-79.7149214775,170003
10188,43.7216071777,-79.7136347766,170004
10188,43.7211334437,-79.7142631666,170005
10188,43.7211334437,-79.7142631666,180001
10188,43.7208238225,-79.7146732649,180002
10188,43.7202626478,-79.715212881,180003
10188,43.7191481086,-79.7160262499,180004
10188,43.7188021254,-79.7164060661,180005
10188,43.7188021254,-79.7164060661,190001
10188,43.7178931325,-79.7174037001,190002
10188,43.7174928467,-79.7178392798,190003
10188,43.7174928467,-79.7178392798,200001
10188,43.716935122,-79.7184470383,200002
10188,43.7176171639,-79.7196118282,200003
10188,43.7176171639,-79.7196118282,210001
10188,43.7183836351,-79.7209200933,210002
10188,43.7185961364,-79.7206797026,210003
10188,43.7186328101,-79.7207385103,210004
10188,43.7186896626,-79.7208304071,210005
10188,43.7188301113,-79.7210707377,210006
10188,43.7193414995,-79.7205049375,210007
10188,43.719324963,-79.720475495,210008
10188,43.7192083066,-79.7202694174,210009
10188,43.7190944329,-79.7203922601,210010
10189,43.7669375457,-79.6496195994,10001
10189,43.7667915889,-79.6505261184,10002
10189,43.7660770213,-79.6549837622,10003
10189,43.7659417883,-79.6558105016,10004
10189,43.7661857173,-79.6558808249,10005
10189,43.7663766256,-79.6559597905,10006
10189,43.7663766256,-79.6559597905,20001
10189,43.766680621,-79.6560846783,20002
10189,43.766973893,-79.6562930494,20003
10189,43.767165113,-79.6564751314,20004
10189,43.7674512372,-79.6568414544,20005
10189,43.7680916536,-79.657705527,20006
10189,43.7692700197,-79.6592968601,20007
10189,43.7692700197,-79.6592968601,30001
10189,43.7695444769,-79.6596671971,30002
10189,43.7704777654,-79.6609385416,30003
10189,43.7714473948,-79.6622389354,30004
10189,43.772170034,-79.6632081476,30005
10189,43.770598042,-79.6649851423,30006
10189,43.770598042,-79.6649851423,40001
10189,43.7703732225,-79.6652398841,40002
10189,43.7678289098,-79.668108105,40003
10189,43.7678289098,-79.668108105,50001
10189,43.7676209541,-79.6683425699,50002
10189,43.7672374234,-79.6686542313,50003
10189,43.7671250616,-79.6687474206,50004
10189,43.7669220568,-79.6689432558,50005
10189,43.7654718743,-79.6705954899,50006
10189,43.7651013245,-79.6710174098,50007
10189,43.7651013245,-79.6710174098,60001
10189,43.7648551906,-79.6712986668,60002
10189,43.7625402166,-79.673925254,60003
10189,43.7623244235,-79.6736405602,60004
10189,43.7620083818,-79.6733295109,60005
10189,43.7616761366,-79.673018823,60006
10189,43.7613706777,-79.6736193959,60007
10189,43.7613706777,-79.6736193959,70001
10189,43.7611479851,-79.6740591207,70002
10189,43.7611233285,-79.6741068726,70003
10189,43.7604895253,-79.6751991741,70004
10189,43.7602888053,-79.6755154161,70005
10189,43.7590692583,-79.677343592,70006
10189,43.7574734696,-79.6793402173,70007
10189,43.7531271567,-79.6844763863,70008
10189,43.7523366099,-79.6854141134,70009
10189,43.7523366099,-79.6854141134,80001
10189,43.7508274203,-79.6872022173,80002
10189,43.7508274203,-79.6872022173,90001
10189,43.7504863254,-79.6876071388,90002
10189,43.7484432251,-79.6900278006,90003
10189,43.746157567,-79.69273675,90004
10189,43.7457098241,-79.6932656424,90005
10189,43.7457098241,-79.6932656424,100001
10189,43.7435545663,-79.6958100604,100002
10189,43.7428267283,-79.6966492557,100003
10189,43.7428267283,-79.6966492557,110001
10189,43.740342793,-79.6995134956,110002
10189,43.740342793,-79.6995134956,120001
10189,43.740342793,-79.6995134956,120002
10189,43.7387946356,-79.7012992398,120003
10189,43.7380809744,-79.7021218509,120004
10189,43.7380809744,-79.7021218509,130001
10189,43.7363265691,-79.7041441223,130002
10189,43.7363265691,-79.7041441223,140001
10189,43.7340681974,-79.706748326,140002
10189,43.7332688792,-79.7076434268,140003
10189,43.7332688792,-79.7076434268,150001
10189,43.7332421972,-79.7076725603,150002
10189,43.7324490883,-79.7085600526,150003
10189,43.7314754675,-79.7096488258,150004
10189,43.7300039176,-79.7112958155,150005
10189,43.7281313015,-79.7133896031,150006
10189,43.7276146478,-79.7139643523,150007
10189,43.7276146478,-79.7139643523,160001
10189,43.7275639529,-79.7140200677,160002
10189,43.7257071385,-79.716082307,160003
10189,43.7244772304,-79.7174469593,160004
10189,43.7237733011,-79.7164997974,160005
10189,43.7233291266,-79.7159133541,160006
10189,43.7233291266,-79.7159133541,170001
10189,43.7231728407,-79.715706877,170002
10189,43.7225697582,-79.7149214775,170003
10189,43.7216071777,-79.7136347766,170004
10189,43.7211334437,-79.7142631666,170005
10189,43.7211334437,-79.7142631666,180001
10189,43.7208238225,-79.7146732649,180002
10189,43.7202626478,-79.715212881,180003
10189,43.7191481086,-79.7160262499,180004
10189,43.7188021254,-79.7164060661,180005
10189,43.7188021254,-79.7164060661,190001
10189,43.7178931325,-79.7174037001,190002
10189,43.7174928467,-79.7178392798,190003
10189,43.7174928467,-79.7178392798,200001
10189,43.716935122,-79.7184470383,200002
10189,43.7176171639,-79.7196118282,200003
10189,43.7176171639,-79.7196118282,210001
10189,43.7183836351,-79.7209200933,210002
10189,43.7185961364,-79.7206797026,210003
10189,43.7186328101,-79.7207385103,210004
10189,43.7186896626,-79.7208304071,210005
10189,43.7188301113,-79.7210707377,210006
10189,43.7193414995,-79.7205049375,210007
10189,43.719324963,-79.720475495,210008
10189,43.7192083066,-79.7202694174,210009
10189,43.7190944329,-79.7203922601,210010
10189,43.7190944329,-79.7203922601,220001
10189,43.7190944329,-79.7203922601,220002
10195,43.6747371104,-79.8227933134,10001
10195,43.6746974312,-79.8228747226,10002
10195,43.6746452511,-79.8229663002,10003
10195,43.6745918897,-79.8230306095,10004
10195,43.6745348764,-79.823090028,10005
10195,43.6744820832,-79.8231220726,10006
10195,43.6744280705,-79.8231231283,10007
10195,43.6741770324,-79.8230523641,10008
10195,43.6738842142,-79.8229464427,10009
10195,43.6738027225,-79.8229021373,10010
10195,43.6737184407,-79.8228492031,10011
10195,43.6736113215,-79.8227644627,10012
10195,43.6732023165,-79.8223928707,10013
10195,43.6730238466,-79.8227238478,10014
10195,43.6728052238,-79.823090341,10015
10195,43.6724326246,-79.8236310247,10016
10195,43.6712022953,-79.8249934969,10017
10195,43.6691725311,-79.8272459753,10018
10195,43.6670338334,-79.8295922039,10019
10195,43.6662166556,-79.8284868156,10020
10195,43.6662166556,-79.8284868156,20001
10195,43.6629743159,-79.8241010137,20002
10195,43.6622710174,-79.8231299769,20003
10195,43.6619796988,-79.822732586,20004
10195,43.6617601091,-79.8223933286,20005
10195,43.6614340487,-79.8218577168,20006
10195,43.6613307907,-79.8217109075,20007
10195,43.6612166788,-79.8215593501,20008
10195,43.6602993604,-79.8204424944,20009
10195,43.6601033573,-79.8202082109,20010
10195,43.6597749793,-79.819797932,20011
10195,43.6584782901,-79.8180436741,20012
10195,43.6584782901,-79.8180436741,30001
10195,43.6581851539,-79.8176463681,30002
10195,43.6563281853,-79.8151777334,30003
10195,43.6560368782,-79.8147841398,30004
10195,43.6560368782,-79.8147841398,40001
10195,43.6555099451,-79.814070275,40002
10195,43.6540504179,-79.8119908487,40003
10195,43.6539463117,-79.8118502912,40004
10195,43.6537799983,-79.8116154745,40005
10195,43.6537799983,-79.8116154745,50001
10195,43.6508793928,-79.8075111546,50002
10195,43.6505597005,-79.8070747944,50003
10195,43.6505597005,-79.8070747944,60001
10195,43.6495713538,-79.8057229214,60002
10195,43.648867469,-79.8047969631,60003
10195,43.6482031861,-79.8038702402,60004
10195,43.6480822305,-79.8036692863,60005
10195,43.6479365018,-79.8034241863,60006
10195,43.6478193326,-79.803154961,60007
10195,43.6476183478,-79.8027063679,60008
10195,43.6475577132,-79.8025910166,60009
10195,43.6479924672,-79.8018904788,60010
10195,43.648149062,-79.8016257325,60011
10195,43.6483749234,-79.8012690893,60012
10195,43.6484851711,-79.8011354591,60013
10195,43.6484851711,-79.8011354591,70001
10195,43.6486763232,-79.8009035006,70002
10195,43.6491090897,-79.8004435345,70003
10195,43.649679419,-79.7998791427,70004
10195,43.6504420153,-79.7991038268,70005
10195,43.6504420153,-79.7991038268,80001
10195,43.650791236,-79.7987484215,80002
10195,43.6518944045,-79.7975669888,80003
10195,43.6523760941,-79.7970514347,80004
10195,43.6523760941,-79.7970514347,90001
10195,43.6537739597,-79.7955552695,90002
10195,43.6537739597,-79.7955552695,100001
10195,43.6539591512,-79.795356874,100002
10195,43.6565342325,-79.7925361561,100003
10195,43.6565342325,-79.7925361561,110001
10195,43.6567683271,-79.7922797151,110002
10195,43.6583604638,-79.7905140306,110003
10195,43.6602944909,-79.7883866755,110004
10195,43.6602944909,-79.7883866755,120001
10195,43.6604787165,-79.7881832946,120002
10195,43.6611354389,-79.7874507477,120003
10195,43.6618706369,-79.78664715,120004
10195,43.6630107963,-79.785400034,120005
10195,43.6630107963,-79.785400034,130001
10195,43.6632795865,-79.7851056291,130002
10195,43.6634940832,-79.7848706102,130003
10195,43.6654020256,-79.7827558194,130004
10195,43.6654020256,-79.7827558194,140001
10195,43.6665366332,-79.7814987447,140002
10195,43.6667839931,-79.7812221034,140003
10195,43.6669530474,-79.7810326293,140004
10195,43.6669530474,-79.7810326293,150001
10195,43.6686639978,-79.7791113668,150002
